Groesse;Wert
Lauf.ID_Projekt;1011
Sim.Restwaerme;4829.37842
Sim.Reststrom;5535.07178
Sim.bSimulationWP;True
Sim.bSimulationKessel;False
Sim.bSimulationSolarthermie;True
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;True
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;0
Ergebnis.ID_Projekt;1011
Ergebnis.Bezeichner;Simulation test1
Ergebnis.ID_Klimaregion;1011001
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;False
Ergebnis.Sim_Solarthermie;True
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;True
Energiebedarf.Waermebedarf_Gesamt;5105.25
Energiebedarf.Waermelast_Max;1148.78
Energiebedarf.Strombedarf_Gesamt;5461.96
Energiebedarf.Strombedarf_Max;4736.1
Energiebedarf.Waermerestbedarf;4829.38
Energiebedarf.Stromrestbedarf;5535.07
Waermepumpe.Waermebedarf;5104.61
Waermepumpe.Restwaermebedarf;4829.36
Waermepumpe.Waermeproduktion_WP;275.25
Waermepumpe.Stromverbrauch_WP;91.1
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;0
Waermepumpe.Min_Spitzenkesselleistung;1126.35
Waermepumpe.Waermebedarfsdeckung;5.39
Waermepumpe.Vollbenutzungsstunden;8760
Waermepumpe.Bivalenzpunkt;33.53
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 12 OR-T
WaermepumpeModul[0].Leistung;12
WaermepumpeModul[0].Waermeproduktion;114.06
WaermepumpeModul[0].Stromverbrauch;41.24
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;8760
WaermepumpeModul[1].Modul;CS6800iAW MB + AW 12 OR-T
WaermepumpeModul[1].Leistung;12
WaermepumpeModul[1].Waermeproduktion;114.06
WaermepumpeModul[1].Stromverbrauch;41.24
WaermepumpeModul[1].Heizstab;0
WaermepumpeModul[1].Betriebsstunden;8760
WaermepumpeModul[2].Modul;CS3400i AWS 10 E + CS3400i AWS 4 OR-S
WaermepumpeModul[2].Leistung;3
WaermepumpeModul[2].Waermeproduktion;47.14
WaermepumpeModul[2].Stromverbrauch;8.62
WaermepumpeModul[2].Heizstab;0
WaermepumpeModul[2].Betriebsstunden;8760
Solarthermie.Waermebedarf;5105.25
Solarthermie.Restwaermebedarf;5104.61
Solarthermie.Waermeproduktion;0.64
Solarthermie.Waermebedarfsdeckung;0.01
Solarthermie.Ueberschuss;0
SolarthermieModul[0].Modul;test
SolarthermieModul[0].Flaeche;0.8
SolarthermieModul[0].Anzahl;1
SolarthermieModul[0].Waermeproduktion;0.32
SolarthermieModul[0].Ueberschuss;0
SolarthermieModul[1].Modul;test
SolarthermieModul[1].Flaeche;0.8
SolarthermieModul[1].Anzahl;1
SolarthermieModul[1].Waermeproduktion;0.32
SolarthermieModul[1].Ueberschuss;0
Photovoltaik.Strombedarf;5553.06
Photovoltaik.Reststrombedarf;5535.07
Photovoltaik.Stromproduktion;17.99
Photovoltaik.Strombedarfsdeckung;0.32
Photovoltaik.Ueberschuss;0
Photovoltaik.MaxSolareLeistung;937.58
PhotovoltaikModul[0].Modul;Jinkosolar JKM 260P-60
PhotovoltaikModul[0].Flaeche;49.1
PhotovoltaikModul[0].Anzahl;30
PhotovoltaikModul[0].Stromproduktion;8.99
PhotovoltaikModul[1].Modul;Jinkosolar JKM 260P-60
PhotovoltaikModul[1].Flaeche;49.1
PhotovoltaikModul[1].Anzahl;30
PhotovoltaikModul[1].Stromproduktion;8.99
Vektor.waermebedarf.Summe;5105253.59
Vektor.waermebedarf_gebaeude.Summe;11500057.1
Vektor.waermebedarf_brauchwasser.Summe;4059.70056
Vektor.waermebedarf_prozess.Summe;365000.011
Vektor.waermebedarf_extern.Summe;4724694
Vektor.waermebedarf_dauerlinie.Summe;444407.154
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;4829358.55
Vektor.strombedarf_viertelstunde.Summe;21847848.2
Vektor.reststrom_viertelstunde.Summe;22140288.7
Vektor.wp_waermebedarf.Summe;5104610.01
Vektor.wp_produktion.Summe;275251.468
Vektor.wp_strom.Summe;91096.7461
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;4829358.55
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;4059.70056
Vektor.solar_waermebedarf.Summe;5105253.59
Vektor.solar_produktion.Summe;643.576724
Vektor.solar_restwaerme.Summe;5104610.01
Vektor.solar_ueberschuss.Summe;0
Vektor.pv_produktion.Summe;17986.6289
Vektor.pv_produktion_theoretisch.Summe;17986.6289
Vektor.pv_ueberschuss.Summe;0
Vektor.pv_reststrom.Summe;5535072.16
Vektor.pv_speicherfuellstand.Summe;0
Vektor.pv_strombedarf.Summe;5553058.79
Vektor.ssp_gespeichert_viertelstunde.Summe;0
